4104	ymj-53-236-g001	where does t2 axial mri imaging show low signal intensity?	in both peripheral and transitional zone, extracapsular extension and seminal vesicle invasion
4105	cro-0006-0472-g01	what does multislice ct show?	the mass in the right masseter with central necrosis and perifocal inflammatory reaction
4106	1472-6815-12-10-4	what does arrow show?	local thickening and enhancement of the dura
4107	JRMS-17-979-g001	what does t1 weighted transverse and sagittal planes show?	a huge bilateral sinonasal mass
4108	ORT-85-438-g006	what does axial mri slice show?	pelvic chondrosarcoma
4109	1471-2350-15-30-1	what does the mri at age 35 demonstrate?	cerebellar volume loss with preservation of cerebral hemispheres
4110	1477-7800-5-18-2	what shows absence of liver involvement?	ct at initial diagnosis
4111	kjped-56-42-g001	what is extending into the periventricular area?	an incidental venous angioma throughout the left basal ganglia
4112	medi-93-e62-g002	what does flair mri show?	cerebral edema with thickening of the gray matter
4113	sfn206fig1	what does coronal t2 weighted magnetic resonance image show?	diffuse cortical and medullary microcysts, symmetric in both kidneys
4114	AJNS-6-113-g002	what is being iso to hyper intense?	solid cystic lesion, solid component
4115	ccr30003-0845-f1	what does ct of chest show?	synovial sarcoma invading pulmonary artery
4116	jkss-81-287-g001	what does the ct scan show?	herniation of retroperitoneal fat and descending colon through the fascial defect at the left superior lumbar triangle
4117	JNRP-3-60-g001	what does postcontrast axial mri show?	a large intra axial space occupying lesion in the left temporal lobe with peripheral enhancement and peritumoral edema
4118	ABR-2-34-g005	what does the contrast enhanced brain ct scan show?	an intense enhancible paraventricular mass
4119	1749-8090-4-68-2	what does mri of the chest show?	an encapsulated mass in theaortopulmonary window
4120	WIITM-7-17665-g003	what does the mri show?	The MM posterior horn lesion
4121	arm-35-949-g001	what shows acute infarction in the vascular territory of right anterior cerebral artery?	diffusion weighted brain mri
4122	zdc0071083540001	what shows remote areas of signal change in the talus and calcaneum?	sagittal t2 fat saturated magnetic resonance image
4123	IJU-26-289-g001	what does the 3d reconstructed ct image show?	extra kidney
4124	1865-1380-5-15-5	what does the cross section ct show?	coiled shunt
4125	SNI-2-122-g001	what does ct scan reveal?	the bullet lodged in the posterior fossa
4126	SNI-4-87-g003	what does the course of the right third nerve meet?	the arachnoid cyst
4127	jls0021127420004	what does ct coronal show the extension of up to the vena cava?	of the thrombus
4128	co16-4-74f3	what shows a mass in the right lobe of the liver?	magnetic resonance imaging of the abdomen
4129	1471-2407-10-322-2	what shows the tumor in d11 involving the upper vertebra as well?	t2 weighted mri image
4130	SJG-15-258-g001	who does ct scan with oral and iv contrast show?	an appendicolith in an inflamed appendix
4131	1757-1626-2-9105-1	what shows thickened pericardium?	ct chest
4132	1749-7922-4-1-1	what demonstrate abnormal rotation of the proximal jejunum?	contrast enhanced ct axial images at the level of l2
4133	1757-1626-0002-0000006729-003	what does axial mri imaging of the craniocervical junction show absence of?	the posterior arch of c1
4134	IJSS-7-127-g001	what does t2 weighted coronal mri scan show cuff with muscle belly of normal signal and volume?	intact rotator
4135	jkms-26-1339-g002	what is surrounded by air bubbles?	a sigmoid colon wall infiltration
4136	IJRI-19-235-g003	what does sagittal reformatted ct scan of the pelvis show separate and posterior to the urinary bladder?	a contrastfilled vagina
4137	kjim-11-2-165-12f2	what does abdominal ct show?	bilateral hydronephrosis with dilated renal pelvis
4138	crg-0007-0224-g02	what does enhanced ct scan show?	the edematous wall of the intussusception and an enhanced homogeneous mass
4139	SJG-15-59-g003	what does oblique coronal ct mpr image show?	polypoidal neurofibroma along the greater curvature of the stomach along with diffuse thickening of the wall of the pyloric antrum
4140	1477-7819-9-71-1	what demonstrates abnormal celiac origin?	ct
4141	NJS-18-97-g001	what shows the presence of dilated loops in the back cavity of the omentum interposed between the pancreas stomach and the descending colon?	abdominal ct
4142	1472-6815-5-8-2	what does the Preoperative CT scan show?	the sagittal and coronal reconstruction of the tumor
4143	ABR-3-28-g004	what shows filling defect in segmental branch of rt lower lobe?	thoracic ct
4144	rjv06901	what does ct image demonstrate a well defined chest wall lesion encasing?	ribs
4145	SaudiMedJ-35-1305-g003	what does a sagittal view of mri t2 show?	high signal intensity of the mass in the pelvis
4146	1757-1626-2-9358-2	what does mri in sagital plane show?	the collection was superficial to the muscles of the back and the gluteal region but deep to the posterior layer of the thoraco lumbar fascia
4147	1758-2555-4-31-3	what was the fragment considered to be?	an intraarticular loose body
4148	IJRI-21-170-g005	what does mri enterography examination show good opacification of?	of the small and large bowel with thickening of the inflamed cecal wall
4149	SNI-3-17-g007	what is its high signal intensity on the unenhanced t1 weighted mri sequence?	the characteristic feature of a lipoma
4150	asj-5-220-g003	what is the disc behind the body of C6 vertebra seen as?	isointense signal density
4151	can-8-468fig2	what does MRI of the spine sagittal section indicate?	leptomeningeal carcinomatosis
4152	UA-5-157-g005	what does mri show in the perinephric space?	gas
4153	IJRI-22-317-g012	what is causing an indentation of the sinus wall, but without contact with the posterior ethmoid air cell?	type ii optic nerve
4154	1749-799X-5-52-3	what does the mri demonstrate the entire cuboid bone replaced with?	abnormal signal intensity
4155	13000_2015_284_Fig1_HTML	what does axial t2 weighted mr image show?	hyperintense signal and enlargement of the left optic nerve
4156	arm-35-949-g001	what does diffusion weighted brain mri show?	acute infarction in the vascular territory of right anterior cerebral artery
4157	IJRI-20-188-g002	what shows hypointense signals within both globus pallidi?	axial flair mri image
4158	IJA-57-302-g001	what does ct brain show?	left fronto parietal hematoma with a midline shift
4159	JGID-3-396-g001	what does ct scan of the abdomen show?	area of necrosis seen in the tail region
4160	1752-1947-6-82-5	what shows the right subclavian artery in relation to the right internal jugular vein?	the magnetic resonance angiogram
4161	IJRI-18-171-g002	what shows a prominent median arcuate ligament compressing the origin of the celiac axis?	contrast enhanced ct scan
4162	JNRP-4-145-g001	what does noncontrast axial cranial ct reveal?	left temporoparietal acute extradural hematoma
4163	1413-7852-aob-22-01-00043-gf03	what does frontal ct image of the knee show?	compound intraarticular tibia fracture
4164	cro0004-0082-f02	what shows a reduction of the subcortical edema?	brain mri
4165	MIRT-21-80-g4	what shows small left hemithorax and absence of left main pulmonary artery?	coronary oriented maximum intensity projection image from ct angiography
4166	IJA-57-206-g001	what does mri imaging of brain show?	signal intensity abnormality in bilateral occipital lobes bilateral ischemic areas in occipital lobes
4167	JGID-3-396-g001	what does ct scan of the abdomen show area of?	necrosis
4168	2186-3326-76-0203-g004	where is the trial femoral head found?	in the quadrilateral space in the posterior inner wall of the right pelvis
4169	IJRI-23-64-g006	what is the cavity communicating with?	a dilated pelvi calyceal system
4170	TOORTHJ-7-51_F4	what shows near complete bone bridging?	ct
4171	can-8-464fig5	what is contoured by a white line?	an initial downsizing of the lesion
4172	IJRI-19-266-g010	what demonstrates an area of non mass like enhancement?	breast mri
4173	OJO-3-91-g002	what does the coronal ct scan of the orbits show?	a superior right orbital mass displacing the globe inferiorly
4174	IJD-56-718-g003	what shows scattered nodular opacities?	ct
4175	JOMFP-19-110b-g002	what shows bony outgrowth at the angle of the mandible?	ct image
4176	IJN-22-42-g002	what reveals complete resolution of the white matter abnormality in the occipital lobes?	Follow-up CT scan of brain 2 weeks after the first study 
4177	1757-1626-0002-0000006450-2	who does coronal section on ct abdomen show?	haemoperitoneum and laceration of the spleen
4178	SNI-3-127-g013	what does axial t2 weighted mri show?	the location of the subthalamic nucleus
4179	crj-02-016-g001	what does abdominal ct show?	markedly dilated portal vein, hepatic vein, and inferior vena cava with heterogeneous enlarged liver and innumerable hyperdense nodules
4180	1752-1947-5-296-2	what shows probable bone consolidation?	the green arrow
4181	JPN-7-120-g001	what does axial t2 weighted and flair mri show?	asymmetrical nonspecific signals on basal ganglia
4182	cios-6-96-g005	what do t2 weighted magnetic resonance images show no definite evidence of?	of rupture of alar or transverse ligament and soft tissue swelling
4183	1865-1380-4-34-2	what does non contrast ct of abdomen reveal?	intra abdominal free air and perforated viscus
4184	AIAN-16-720-g002	what shows hyperintense lesions in the periventricular white matter?	cerebral magnetic resonance imaging
4185	arm-36-556-g002	what shows a high signal and indicating an acute infarction in the right frontal lobe and corpus callosum on a diffusion weighted image?	axial magnetic resonance image
4186	1752-1947-4-158-4	what does magnetic resonance imaging of the neck show?	muscle wasting of the right trapezius and sternocleidomastoid muscles
4187	pone.0092695.g001	where does sagittal and t1 weighted image show mild hypoplasia?	in the corpus callosum
4188	iranjradiol-10-152-g006	what reveals extensive edema around the lesion and high signal intensities on t2wi with punctate low signal areas consistent with mineralization on t1wi?	mri
4189	10.1177_2047981614556409-fig2	where does ct show a fluid collection with gas bubbles?	close to the pancreas and the metallic stent
4190	abc-101-01-0e01-g02	what demonstrates pericardial thickening and a small amount of fluid?	chest ct
4191	UA-4-111-g001	what shows the urinary bladder is compressed bilaterally by two thin walled fluid collections within the pelvis?	contrast ct abdomen and pelvis
4192	bjophthalmol-2013-303565f04	what reveals an abnormal dilated branch of the middle cerebral artery in the left hemisphere in a patient with morning glory syndrome associated with persistent hyperplastic primary vitreous?	mri
4193	1749-8090-8-109-4	what shows false aneurysm of the innominate artery arising as a blind outpouching at the junction of innominate artery with the arch?	reformatted picture on ct scan
4194	NAJMS-5-240-g001	what shows the right kidney having irregular low density lesion with perirenal collection?	contrast enhanced ct
4195	IJPsyM-34-273-g001	what shows a cortical based mass lesion at the medial aspect of the right temporal lobe?	the mri of the brain
4196	13019_2015_283_Fig1_HTML	what shows a smooth, well circumscribed nodular shadow revealed in the posterior wall of the thoracic trachea?	mri
4197	1477-7819-11-261-1	where does ct scan of the abdomen demonstrate a large mass?	in relation to the pancreatic tail
4198	1477-7800-5-18-1	what shows an eccentric thickening of the rectal wall?	ct at diagnosis
4199	ijmsv07p0309g02	what indicated the typical internal or capsular calcification in the spt?	the ct scan
4200	1752-1947-2-27-3	what shows near resolution of enhancement?	mri brain with contrast
4201	IJU-29-142-g002	what shows the presence of persistent cloaca?	ct scan with 3d reconstruction
4202	JIAPS-16-115-g006	what shows the entry of the left upper moiety ureter below the bladder neck?	magnified view of the magnetic resonance urography lateral image
4203	GHFBB-7-230-g007	what shows complete disappearance of the left parasternal mass with normal esophageal thickening?	post treatment ct image
4204	iranjradiol-11-7467-g003	what does the mri of the thoracic region show?	signal void tubular structure in the right paravertebral space
4205	1477-7800-3-15-3	what shows local recurrence of the tumor?	ct scan of abdomen
4206	PAMJ-22-12-g001	what does the axial ct scan image show?	a round mass with a necrotic center
4207	GMS-13-03-g-001	what is mostly unchanged?	Lung parenchyma
4208	kjhep-17-71-g004	what shows multiple abscesses in the liver?	mri of the abdomen
4209	SNI-2-47-g003	what does t2-weighed sagittal mri show?	tumor involvement at the vertebral bodies of t3 and t4
4210	1757-1626-2-93-4	what shows an area of non enhancement in posterior cortex of left kidney?	ct of kidneys
4211	cro-0006-0550-g01	what is not completely expanded?	the proximal disk
4212	SNI-4-79-g004	what does postoperative sagittal t2 weighted mri one week after fmd show?	the improvement of the cerebellar tonsillar herniation
4213	1477-7819-5-26-1	what shows a heterogeneously enhancing, solid mass at the junction of the head and body of the pancreas	ct scan of the abdomen with contrast
4214	JNRP-4-352-g002	what does mri of brain flair sequence show hyperintensity of?	of splenium of corpus callosum
4215	AnnGastroenterol-27-76-g002	what shows multiple hyperinetense cysts in liver and both kidneys?	t2 weighted mri
4216	sft05101	what does abdominal ct scan show a symmetrical infiltration of?	the perirenal fat and of the perirenal fascia taking the appearance of hairy kidneys
4217	hepatmon-14-12-25788-g001	what shows a liver hemangioma with abdominal pain?	ct scan
4218	0392-100X-33-137-g001	what does parasagital t2 weighted mri show?	a well delimited nodule with a heterogeneous high signal
4219	1752-1947-5-294-3	what shows the edematous wall of the intussuscipiens and the mass around the invaginating mesenteric fat?	axial ct of the abdomen
4220	JNRP-6-267-g008	what does ct scan of cv junction after fixation show the wedged c2 spinous process with?	with evidence of fusion
4221	rjv00502	what does slice from the ct abdomen show the position of?	of the nail in the abdomen
4222	crn-0007-0115-g02	what does the magnetic resonance venography show?	a segmental filling defect in the superior sagittal sinus and the non visualizability of some bilateral cortical veins
4223	jsls-4-2-177-g01	what does ct scan reveal?	the bowel herniated in the lower right anterior mediastinum
4224	jls0021329970002	what does magnetic resonance imaging axial scan show?	hydronephrosis
4225	kjped-53-913-g001	what shows an ivh in both lateral ventricles with hydrocephalus and ich with perilesional edema in the right parietotemporal lobe and corpus callosum?	brain ct on admission
4226	1749-8090-8-109-4	what does reformatted picture on ct scan show?	false aneurysm of the innominate artery
4227	ymj-49-151-g002	what does sagittal mri show?	heterogeneous high intensity lesions in the thoracic spinal cord
4228	SNI-4-87-g003	what does fiesta mri reveal the course of as it meets the arachnoid cyst?	of the right third nerve
4229	1471-2490-6-26-1	what is well circumscribed with inhomogeneous internal structure?	the solid right lower pole mass
4230	1477-7819-11-244-2	what shows ahypodense lesion in the right lobe of the liver?	contrast enhanced ct axial section of the abdomen
4231	1757-1626-0002-0000008302-001	what does ct show?	gastric dilatation
4232	JOMFP-15-299-g005	what reveals superior displacement of the left orbital floor?	coronal ct
4233	jkms-22-159-g001	what shows a well enhancing solid component within the multiseptated cystic lesion arising from the right kidney?	contrast enhanced ct
4234	can-8-466fig1	what shows large, lobulated homogenously enhancing mass lesion encasing the renal vessels?	a contrast enhanced ct of the abdomen
4235	crg-0009-0200-g01	what shows intact brain structures with no signs of obstructive hydrocephalus?	magnetic resonance imaging of the brain
4236	1746-160X-9-34-2	what does preoperative magnetic resonance imaging show?	the lesion in the right maxilla
4237	IJPS-44-422-g010	what does post operative ct scan show?	excess bulk of the ld flap
4238	crj-01-220-g001	what does abdominal ct reveal with small amount of ascites?	nodular liver
4239	1754-9493-5-20-3	what does the coronal plane from the mobi view mri scan show?	the expansiveness of the cyst
4240	ircmj-17-02-21070-g001	where does a transverse slice of the ct scan performed show a mass?	in the medullary canal
4241	JOMFP-15-214-g010	what does the ct scan of head and neck region reveal?	destruction of left alveolar process and floor of the left maxillary sinus with soft tissue component infiltrating into it
4242	1754-9493-5-20-3	what shows the expansiveness of the cyst?	the coronal plane from the mobi view mri scan
4243	rjv06901	what demonstrates a well defined chest wall lesion encasing ribs?	ct image
4244	JOACP-27-389-g004	what does ct scan show narrowing of?	the oropharynx due the membrane
4245	kjim-27-224-g002	what does the magnetic resonance imaging of the heart show?	an intra cardiac mass in the anterior side of the right atrial wall encasing a right coronary artery
4246	SNI-2-25-g002	what shows a left cp angle lesion with broad based tentorial attachment?	mri of the brain axial t1, t2 and coronal sections
4247	gov044f1p	what does dwi show?	lesions that are not visible in conventional ct scan
4248	1758-3284-4-35-6	what are showing metastases to the liver, spine, mediastinal lymph nodes, and abdominal subcutaneous tissue?	ct findings
4249	12878_2015_29_Fig1_HTML	what does mri of the head show?	ring enhanced lesion in the right temporal lobe with surrounding edema at the time of diagnosis
4250	1752-1947-5-483-3	what does ct scan demonstrate?	progression of disease after first line palliative chemotherapy with the CAP regimen
4251	1748-717X-2-2-2	when does ct show an obvious improvement of the patchy infiltrates in the right lung?	after reintroduction of steroids
4252	crn-0007-0213-g01	what does ct reveal?	hematomas across the pons on both sides but no obvious lesions in the cerebellum and cerebrum
4253	NAJMS-6-545-g002	what shows pulmonary embolus?	ct angiogram chest
4254	1757-1626-2-9382-2	what does ct scan of the abdomen reveal on top of the dilated cervix?	a uterus with dilated cavity
4255	1752-1947-5-294-3	what does the axial ct of the abdomen show?	the edematous wall of the intussuscipiens and the mass around the invaginating mesenteric fat
4256	1477-7819-3-3-3	what does post radiofrequency ablation ct scan image show complete resolution of?	of hepatic metastasis
4257	omv06401	what shows acute left thalamo corpuscular infarct?	mri brain with contrast
4258	jkms-19-759-g001	what does contrast enhanced ct of the chest show?	a well circumscribed nodule composed of clustered cysts in the left upper lobe
4259	JCIS-2-13-g010	what shows a sagittal view of impacted maxillary canine with severe dilaceration?	cone beam ct image
4260	crj-02-113-g001	what does abdominal ct show?	a large subhepatic and perihepatic fluid collection with internal septations
4261	IJPD-20-118-g002	what shows absence of cerebellar vermis?	ct scan with bone window
4262	1758-2555-2-24-1	what shows an intact continuity of the acl graft and a possible tibial cyclops lesion?	the mri
4263	IJRI-22-317-g020	what does the coronal ct show?	left lamellar concha
4264	IJOrtho-49-300-g001	what does a magnetic resonance imaging based cross sectional area show measurements of?	of subacromial volume
4265	SHORTS-10-11304	what shows an area of low attenuation change in the left temporal lobe?	post contrast axial ct head,
4266	IJRI-21-253-g007	what does axial multiplanar reconstruction ct scan show?	the small right pulmonary artery and the normal left pulmonary artery
4267	hepatmon-13-04-7957-g001	what does the ct scan of the liver show?	a well defined hypoechoic lesion
4268	crj-01-170-g001	what shows multiple high density stones in the gallbladder?	ct
4269	rju11902	what does ct scan of the abdomen with intravenous and oral contrast demonstrate?	a mass in the right lower quadrant adjacent to the cecum
4270	cro-0005-0035-g04	what does ct show with extension to the left mastoid and frontal bone?	massive destruction of the sphenoid bone
4271	PAMJ-18-284-g004	what does the MRI sagittal T1 sequence with gadolinium highlight?	a tissue process with heterogeneous enhancement
4272	cln_65p647f4	what does an axial reformatted ct scan reveal?	clefting of the anterior arch of the atlas and dysplasia of the posterior arch
4273	1749-8090-8-144-2	what shows tumor in left upper lobe?	ct chest
4274	cro-0008-0001-g02	what does ct soft tissue window after intravenous injection show moderate enhancement and displacement of?	of the cervical great vessels
4275	jkns-56-272-g004	what does postoperative t2 weight saggital lumbar magnetic resonance image show?	the absence of the lesion and postoperative changes
4276	JPN-8-254-g001	what shows occipital encephalocoele?	t2 weighted axial magnetic resonance imaging
4277	jls9991433550003	what does ct show?	a rim enhancing and irregular fluid collection
4278	1752-1947-5-167-2	what does post operative axial ct of head show?	no intracranial pathology
4279	1752-1947-5-359-1	what does ct of his head show presence of?	hydrocephalus and dilation of ventricles
4280	1757-1626-0002-0000006773-1	what is showing hepatomegaly and enlarged spleen with multiple hypo dense lesions?	Abdominal CT scan with intravenous contrast
4281	1752-1947-2-109-3	what does sagittal reconstruction of ct images through the mid abdomen show?	the angle between the superior mesenteric artery and the aorta is reduced to 16 degrees
4282	1752-1947-1-60-1	what reveals peripheral consolidations and perihilar consolidations with hilar and mediastinal lymphadenopathy?	ct scan of the chest
4283	JISP-16-129-g009	what shows growth in the intercorticol spaces of saggital and occipital bones?	saggital section of ct scan
4284	1749-8090-8-144-2	what does ct chest show in left upper lobe?	tumor
4285	GMS-08-34-g-003	where does magnetic resonance imaging of the right wrist in the fluid sensitive inversion recovery sequence show bone marrow edema?	adjacent to the fibro-cartilage coalition
4286	1757-1626-0002-0000006910-002	what shows a partial response of the primary site and multiple metastases of the bilateral lungs?	chest ct
4287	dddt-7-767Fig1	what does head ct axial image show?	the drainage tube placed in the lesion
4288	JFCM-6-45-g002	what is communicating with another subcutaneous abscess?	a splenic abscess
4289	rjt10701	where does mri image demonstrate right inframammary breast mass?	within an accessory breast
4290	fneur-05-00270-g002	what does mri show?	increased number of supra and infratentorial lesions
4291	IJO-62-735-g004	what shows mass with cystic space extending into cavernous sinus?	mri orbit
4292	pr-2015-2-5859-g001	what does magnetic resonance imaging of the brain show?	high intensity signals in subcortical, cortical, left parietal, periventricular regions and pons
4293	IJRI-24-327-g015	what demonstrates marked colonic wall thickening?	axial contrast enhanced ct image through the abdomen
4294	JMedLife-08-213-g006	what shows significant tumor reduction?	gadolinum enhanced mri
4295	asj-6-55-g003	what does postoperative sagittal t2 weighted magnetic resonance imaging show with no evidence of herniation?	the reduced spinal cord
4296	kjhbps-16-37-g006	what do ct and portography through ivc show after the shunt operation between superior mesenteric vein and inferior vena cava?	the anastomosis site and collateral varices
4297	JETS-02-48-g002	what shows subdural hematoma?	the ct image
4298	ceo-4-137-g003	what does the t1 weighted magnetic resonance imaging scan of the high density porous polyethylene implant show?	a hyperintense area
4299	PAMJ-20-51-g001	what are showing typical presentation of nbd with an association of brainstem and midbrain hypersignal lesions?	t2 weighted mri sequences
4300	10.1177_2047981614552217-fig7	what does ct scan show favorable evolution of?	the eighth left rib lesion with ongoing centripetal reconstruction
4301	IPJ-20-120-g006	where does mri brain show subcortical lesions?	in frontal and temporal regions
4302	IJPharm-46-443-g003	what is involving the all lung areas?	bilateral symmetric ground glass appearance
4303	IJRI-22-317-g013	what does coronal ct show?	type iii optic nerve where more than 50% of the nerve is surrounded by air
4304	13044_2015_15_Fig1_HTML	what is arising from left thyroid mass?	a large fluid collection
4305	1754-9493-5-20-2	what shows the localization and expansion of the bone cyst originating from c7?	the axial and coronal planes of the ct scan image
4306	ndtplussfr152f01_ht	what does lateral reconstruction of magnetic resonance imaging show?	acute angle and narrow space between superior mesenteric artery and aorta
4307	SNI-5-55-g002	what reveals an extradural mass in the left posterolateral spinal canal at the l5 s1 level?	axial mri
4308	JCN-3-146-g002	what is indenting the left diaphragm?	the mass in suprarenal area
4309	crg0003-0360-f02	what is extending into the pelvic space?	a large cystic tube like structure
4310	1471-230X-6-32-2	what is noted on the ct scan?	a heterogenous hypodense lesion with adjacent fat stranding in the right inguinal canal
4311	1757-1626-1-413-5	what does reformatted coronal ct image show?	a fracture of the clavicle with an osseous lesion within the sternocleidomastoid muscle
4312	JOMFP-15-299-g004	what does axial ct show?	lesion in the left maxillary sinus with nasal septum deviation
4313	1477-7819-8-36-3	what shows two of several contrast enhancing leptomeningeal metastases?	magnetic resonance imaging
4314	jkms-23-920-g002	what shows a soft tissue defect and severe muscular inflammatory infiltration around bone?	magnetic resonance imaging examination
4315	ccr30001-0066-f1	what shows pancreatic tail mass?	representative axial ct scan image
4316	kjp-51-755-g001	what does non contrast ct axial view show hyperdense area of?	of subarachnoid hemorrhage along the interhemispheric fissure
4317	ijcn-7-053-g004	what does t2 weighted views of brain mri show?	high intencity signals in periventricular white matter and midbrain
4318	PAMJ-19-348-g001	what shows spinal cord compression by the vesicles of hydatid cysts?	mri in transversal view
4319	SNI-4-111-g005	what shows total resection of the lesion located at the right frontal lobe?	Axial, coronal, sagittal CT without contrast
4320	1757-1626-0002-0000007983-003	what shows multiple bilaterally diffused opacities giving the picture of bud in tree?	ct scan image of the pulmonary parenchyma
4321	kjim-20-72-g002	what does abdominal ct scan show?	an exophytic well defined round mass in the duodenal bulb
4322	1477-7819-6-60-1	what reveals in the right lateral-upper quadrant, an irregularly shaped, 2,5 cm tumor showing peripheral ring-shaped contrast enhancement?	contrast-enhanced ct
4323	1477-7819-9-99-1	what does ct scan show the thickenned wall of?	of the rectum suggesting the presence of rectal carcinoma
4324	1757-1626-2-9406-1	what shows opacification of the sphenoid sinuses?	ct scan
4325	biij-01-e4-g02	what shows the intraluminal hypodense filling defect with mottled appearance?	ct scan of the abdomen
4326	IJCP-08-129f1	where does the ct scan whole abdomen show heterogenous enhancing mass?	in right kidney
4327	1743-0003-10-55-2	where does t1 weighted magnetic resonance image of the patient's brain show a small, low intensity area?	in the right thalamus
4328	JCHIMP-3-22091-g003	what does ct chest with contrast show the origin of?	of the aberrant right subclavian artery causing extrinsic compression of the esophagus
4329	IJEM-16-858-g001	what reveals normal size head, neck and the uncinate process of the pancreas with absent pancreatic body and tail?	ct sections through the abdomen
4330	1757-1626-0002-0000006228-001	what shows disc protrusion at t11 12 level with osteophytes intruding the spinal canal?	magnetic resonance of the thoracic spine
4331	1477-7819-5-59-3	where can the huge inhomogeneous mass lesion be identified?	in the right side of the intra abdomen
4332	12957_2013_1864_Fig1_HTML	what show an irregular isosignal wall thickening of the side wall of the right atrium?	mri t2 cuts
4333	AJNS-7-151-g003	what does postoperative contrast enhanced ct scan show complete excision of?	tumor
4334	IJMPO-32-123-g002	what shows the cp angle lesion which was hypointense on t1w and hyperintense on t2w image?	mri of the brain
4335	ETM-06-02-0606-g03	what shows the anteromedial bundle bundle?	oblique coronal plane magnetic resonance imaging
4336	1752-1947-4-270-4	what shows a lesion with peripheral ossification?	ct of the thigh
4337	1757-1626-1-334-2	what does ct scan show?	the large polyp in the esophagus nearly occluding the lumen
4338	kjr-8-120-g002	what does both masses show?	solid nature
4339	IJU-29-142-g002	what does ct scan with 3d reconstruction show the presence of?	persistent cloaca
4340	kjim-19-1-38-7f3	what shows air meniscus sign in the left upper lobe?	ct scan of the chest
4341	JPN-8-120-g002	what does axial flair mri brain show?	left temporal gyral hyper intensities in addition to arachnoid cyst
4342	crg0005-0239-f02	what does ct show marked wall thickening of?	the sigmoid colon
4343	jls9991433550004	what is the rim enhancing fluid collection with small bubbles of air anteriorly characteristic of?	of an abscess
4344	asj-5-220-g004	what does magnetic resonance imaging t2 sagittal section show?	the disc behind the body of c4 cervical vertebra appearing as hyperintense signal density
4345	rjt01901	what does the initial ct scan of the abdomen show?	a large distended bladder
4346	wjem-16-438-g002	what does axial proton density high resolution magnetic resonance imaging show?	t2 prolongation in the morel lavallee lesion of the anteromedial right thigh soft tissues
4347	IJNM-29-38-g002	what shows enhancing soft tissue thickening in right epidural space corresponding to metabolic activity seen on fdg pet ct image?	axial t1w post contrast mri image
4348	asj-5-220-g003	what does magnetic resonance imaging t2 sagittal section show multiple fragments of?	the disc behind the body of c6 vertebra seen as isointense signal density
4349	1476-7120-7-47-2	what shows a mass occupying the right atrium?	mri
4350	IJU-28-322-g002	what shows a complete response of the tumor?	post treatment mri
4351	jer-11-4-236f2	what does ct show?	irregular calcification suggesting tab gauze in pelvis
4352	crg-0006-0131-g01	what is extended and fused to the dorsal surface of the pancreas body by surrounding the portal vein?	the uncinate process of the pancreas
4353	JCIS-1-22-g019	what does the coronal magnetic resonance t2 fat sat image show?	fluid within the medial collateral ligament bursa
4354	AJNS-6-113-g001	what does ct scan of the brain show?	a large solid cystic lesion in left parieto occipital area enhancing on contrast
4355	1477-7819-8-17-3	what does the abdominal ct show?	enhanced wall thickening in the anterior wall midline
4356	IJU-25-404-g001	where does contrast enhanced ct scan show well defined homogenously hypodense mass arising from?	the lower pole of the left kidney
4357	kjim-21-236-g003	what does abdominal magnetic resonance imaging show?	a pancreas head only
4358	AIAN-14-127-g003	what shows t2 weighted hyperintense lesion from t2 to t9 thoracic spinal segments?	mri thoracic spine
4359	1757-1626-0002-0000006910-001	what shows a mass of the right upper lobe and multiple pure ground glass opacity of the bilateral lungs?	chest ct
4360	NMJ-54-283-g002	where does the axial contracted CT section show hypodense nodular lesion?	in the right adrenal gland
4361	SHORTS-11-08002	what shows agenesis of pectoral muscle in right hemithorax?	ct scan of thorax
4362	IJOrtho-47-77-g004	what does axial ct show?	angle between the line connecting the posterior femoral condyles and the line connecting the medial sulcus and lateral epicondyle measures the femoral condylar twist angle
4363	pjms-30-446-g001	where does mri show demyelination?	in deep white matter
4364	13017_2015_52_Fig2_HTML	what shows the extension of the hematoma from within the retrocrural space to the right pleural space, and the extravasation of the retrocrural space?	enhanced ct
4365	SHORTS-11-14501	who does mri cervical spine show?	epidural haematoma
4366	13018_2015_227_Fig4_HTML	when does ct scan demonstrate reduction of canal encroachment?	after operation
4367	cln-66-08-1505-g001	what shows focal atrophy of the left temporal lobe?	mri
4368	IJA-57-431-g002	what shows the extent of the mass?	magnetic resonance imaging
4369	CCD-4-527-g003	what does magnetic resonance imaging show?	a well defined smooth capsular outlined lesion in left masticator space
4370	JCVJS-1-118-g002	what does magnetic resonance imaging scan of the cervical spine show?	the dysplastic of axis body
4371	1757-1626-0002-0000007983-004	what reveals a healthy patient?	ct of the thorax after one year treatment
4372	SNI-1-26-g001	what does the Axial CT scan of the brain demonstrate?	early lucency of evolving infarction in the right mca territory
4373	1757-1626-1-417-2	what does pet ct scan of chest show?	increased uptake in nodules
4374	1746-160X-9-9-4	what does contrast enhanced t1 mri show enhancement of?	of the left cavernous sinus with some defects
4375	cro-0006-0236-g01	what does initial axial ct at the mid abdominal level reveal no infiltration of?	the greater omentum and absence of ascites
4376	ASM-30-482-g001	where does high resolution ct show emphysematous right upper lobe with attenuated vascular markings the accessory hemiazygous is seen draining into?	into the left superior vena cava
4377	SNI-5-122-g004	what does sagittal cervical ct scan show?	bone window
